Series Name;ISO3;Country Name;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Non-wood forest products: average value per hectare per year (current US$);SMR;San_Marino;28.68048477;29.20099258;29.80409241;30.13955116;30.7262516;31.49463463;32.20417786;31.7497673;32.25651169;33.08475876;34.24404144;35.19864655;36.44314194;37.97143173;38.2153511;38.65129089;40.23823166;41.22609711;42.34604645;42.9299469;44.1271019;44.56933975;45.40678787;47.30744934;48.37002563;49.29260254
Non-wood forest products: average value per hectare per year (current US$);SRB;Serbia;2.658571243;2.701554298;2.747481346;2.746340752;2.756932497;2.807193279;2.874310493;2.89551425;2.91420126;2.991344929;3.058024883;3.140120506;3.202509165;3.271041632;3.266278028;3.333280802;3.383350134;3.43523407;3.510660172;3.562595606;3.615718603;3.628834963;3.729515791;3.875005722;3.977279663;4.01525116
Non-wood forest products: average value per hectare per year (current US$);SVK;Slovakia;6.058318138;6.152884007;6.257126808;6.365593433;6.530287743;6.76806736;7.193791866;7.298835754;7.427829266;7.627943516;7.837460518;8.054457664;8.259119987;8.447390556;8.471305847;8.534406662;8.746905327;8.881266594;9.065138817;9.210690498;9.316679955;9.357069969;9.567454338;9.793725014;9.975687027;10.17170715
Non-wood forest products: average value per hectare per year (current US$);SVN;Slovenia;6.261973381;6.386898518;6.526546001;6.622406483;6.619868755;6.861271858;6.968138695;7.168405056;7.630349159;8.01196003;8.229448318;8.497995377;8.840605736;9.000332832;9.027877808;9.172477722;9.369387627;9.618909836;9.841226578;10.06652832;10.28201199;10.45765209;10.81140709;11.16850853;11.62601662;12.0392065
Non-wood forest products: average value per hectare per year (current US$);ESP;Spain;7.044268608;6.921726227;6.725365639;6.571490288;6.429135323;6.436485767;6.464056492;6.500394821;6.617280006;6.768743992;6.984138489;7.18415451;7.326715469;7.431952953;7.445589542;7.528981686;7.62951231;7.720114708;7.867256641;7.977097988;8.105686188;8.181873322;8.368823051;8.594939232;8.795539856;8.98443985
Non-wood forest products: average value per hectare per year (current US$);SJM;Svalbard_and_Jan_Mayen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);SWE;Sweden;11.05845642;11.23243618;11.35475159;11.41692066;11.49485111;11.67376804;11.5761776;11.19941235;11.17714596;11.12456226;11.22854614;11.52611732;11.76992893;11.96201992;11.98126507;12.11673069;12.35737705;12.53773212;12.75217915;12.96396542;13.08753681;13.20829582;13.409585;13.71272182;13.90901566;14.06202316
Non-wood forest products: average value per hectare per year (current US$);CHE;Switzerland;35.48034668;36.41630936;37.26750183;37.78404999;38.41859436;39.54065323;40.38488388;41.10705566;41.99923706;43.22312927;44.7638855;46.256073;47.60876083;48.79187775;49.26712036;49.85552597;51.00140762;51.96313095;53.04940414;54.18335724;54.77404404;55.40910339;56.69384003;58.12927628;59.24734497;60.23773956
Non-wood forest products: average value per hectare per year (current US$);UKR;Ukraine;1.802643776;1.847726583;1.875458241;1.898159266;1.909272909;1.962187409;2.027479649;2.080162287;2.161867619;2.248397112;2.315235615;2.384429455;2.441570044;2.487427473;2.500522375;2.526662588;2.580213785;2.612251282;2.66590476;2.703220129;2.734286785;2.747963905;2.797691822;2.858368158;2.908510685;2.953088284
Non-wood forest products: average value per hectare per year (current US$);GBR;United_Kingdom;15.995965;16.37388229;16.52246857;16.82185936;17.01750755;17.39931679;17.83711433;18.19571304;18.59648323;19.11800385;19.79879189;20.51916122;21.18889427;21.62686348;21.83949852;22.18131065;22.71430206;23.15699959;23.67562485;24.14319801;24.51002884;24.89312553;25.51411629;26.26592636;26.91698647;27.42812347
Non-wood forest products: average value per hectare per year (current US$);ALA;"Ã
land";14.56836319;14.76494694;14.66165447;14.78453922;15.19192982;15.60903549;16.25445747;17.53899956;17.2619381;16.82901001;10.47745609;10.71263409;10.13001633;10.49876881;10.76545238;10.96242619;11.32016945;11.65537643;12.00085163;12.49876499;12.87087154;13.29131126;14.34628391;14.94966125;15.54436588;15.53454304
Non-wood forest products: average value per hectare per year (current US$);AIA;Anguilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);ATG;Antigua_and_Barbuda;4.454627037;4.596305847;4.668698788;4.785097122;4.852294445;4.965490341;5.126577377;5.186047077;5.174593449;5.65282917;6.22178793;6.41376543;6.65256834;6.783026695;6.735713959;6.864954472;7.012169361;7.159832001;8.032492638;8.949645996;9.449217796;9.498372078;9.678640366;8.664469719;8.819455147;8.925747871
Non-wood forest products: average value per hectare per year (current US$);BHS;Bahamas;5.905910492;6.04778862;6.187949657;6.605313301;6.798099041;6.983181477;7.016184807;7.242119789;7.477082729;7.885592461;8.296685219;8.649752617;9.241836548;9.676213264;9.819680214;10.06528473;10.35157013;10.67293549;10.99631023;11.49609089;11.93529415;12.35096836;13.06304073;13.76538563;14.13639641;14.44942474
Non-wood forest products: average value per hectare per year (current US$);BRB;Barbados;49.28821182;50.3999939;51.30762863;52.29238892;55.28535461;57.83673859;61.71157074;63.18775558;65.99105072;69.24937439;71.29355621;76.14620972;80.99343109;82.43300629;83.89730072;86.75125885;89.1600647;91.0877533;92.83479309;95.24726868;95.99719238;96.90302277;98.65644836;100.610611;102.2056427;103.417717
Non-wood forest products: average value per hectare per year (current US$);BLZ;Belize;10.36207294;10.50775337;10.7126236;10.78902817;10.9599371;11.13185692;11.31215382;11.54655838;11.86961174;12.12001133;12.04799747;11.55324173;11.5001955;11.34672356;11.37007904;11.3705368;11.58062649;11.67677879;11.73883629;11.89057922;11.98636627;12.11661816;12.45384216;12.75896358;12.85055161;13.0750246
Non-wood forest products: average value per hectare per year (current US$);BMU;Bermuda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);VGB;British_Virgin_Islands;37.27967453;39.1681366;39.8013649;40.22319794;40.9072113;40.78883362;42.06581116;44.91025543;46.46713638;52.10466766;54.07683945;56.15011215;58.24287796;61.09910965;62.6880722;63.62698364;66.50900269;68.47242737;70.29403687;72.66880798;74.28504944;75.88139343;77.31796265;78.82823181;79.76782227;80.00351715
Non-wood forest products: average value per hectare per year (current US$);CAN;Canada;1.595055938;1.619577408;1.641629934;1.655357718;1.674241185;1.707309484;1.732682228;1.752173781;1.775759459;1.811875343;1.86447084;1.917775512;1.96609199;1.99684906;2.006728649;2.029463768;2.070785761;2.107234955;2.142402649;2.180406809;2.201690912;2.204544067;2.237028599;2.286500216;2.318232775;2.342262983
Non-wood forest products: average value per hectare per year (current US$);CYM;Cayman_Islands;17.45031738;17.81593704;18.13991165;18.10533524;18.54063988;20.75769043;21.29526901;22.61014557;24.94578934;26.87117577;28.35700607;29.61560059;30.5866127;34.69119644;35.29714966;36.81325531;38.36958313;39.34957123;39.37613678;42.29089355;44.04073715;44.03186035;44.68004227;45.76095581;46.78787231;47.53730011
Non-wood forest products: average value per hectare per year (current US$);CRI;Costa_Rica;13.41915131;13.70124626;13.96144009;14.09917736;14.29367638;14.59932995;14.92992783;15.0781517;15.32019901;15.62616253;15.60407543;15.61308193;15.79583359;15.90078068;15.87460899;15.80003738;15.80827522;15.68274784;14.90346241;14.248456;13.99776649;14.11278343;14.3415451;14.63412666;14.80843925;15.01042843
Non-wood forest products: average value per hectare per year (current US$);CUB;Cuba;25.41333961;25.95315742;26.79070282;27.58466911;29.25446129;30.04150963;30.69626617;31.12971878;31.53651237;32.02186203;32.60039902;33.58597183;34.30527878;35.11858749;35.6084671;36.31113052;37.20055389;37.73976135;37.93702698;37.74595642;37.95715714;38.88357925;40.18840408;41.4211998;42.42399979;43.2608223
Non-wood forest products: average value per hectare per year (current US$);DMA;Dominica;24.67454338;25.44432068;25.87239838;26.16360474;26.82535744;27.66082191;28.21940804;28.86914444;30.87586403;31.85474777;33.06812668;34.48252106;35.32364273;36.11951447;36.21926498;36.6152916;38.1708107;41.04412079;43.14913177;46.30602646;46.96615982;46.97267532;47.75668335;48.88074875;49.71465683;50.33490372
Non-wood forest products: average value per hectare per year (current US$);DOM;Dominican_Republic;22.56566429;23.03009415;23.16843414;22.74835205;23.26943398;23.78906822;23.91003418;24.47216225;25.31830025;26.36899376;27.45033073;28.24223709;29.12874603;29.79655075;30.03671265;30.18974304;30.52495003;30.04724312;29.4581089;28.7855587;28.40367317;28.660326;28.99549675;29.53244019;29.63563919;29.69731903
Non-wood forest products: average value per hectare per year (current US$);SLV;El_Salvador;12.47907066;12.77813721;13.0075407;13.15336037;13.29471779;13.82092857;14.36248589;14.78028297;15.06198788;15.40715885;13.69108105;12.0164957;10.85406685;10.69979858;10.89178085;10.87409496;11.2182188;11.46453381;11.94883537;12.30591202;12.89373493;13.79553032;15.05413818;16.94161224;19.05585861;21.28336143
Non-wood forest products: average value per hectare per year (current US$);GRL;Greenland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);GRD;Grenada;4.603854179;4.70960331;4.733968258;4.72583437;4.733430386;4.915669441;4.890440464;4.996987343;5.088585854;5.169924736;5.281262875;5.4557271;5.422533512;4.993215084;5.034968376;4.943582058;4.889870167;4.909892082;4.788181305;3.952340364;3.805332184;3.832909822;3.878730297;3.995718479;4.123325348;4.183907509
Non-wood forest products: average value per hectare per year (current US$);GLP;Guadeloupe;30.43932152;30.49655724;29.91617966;29.66355515;29.99296951;30.68637657;31.58099174;32.17522812;32.82424927;33.70116043;34.77692032;36.53009415;37.84513855;38.88980484;39.52167511;40.34812164;42.76794815;44.77896881;47.91895676;49.92473984;52.0978508;52.8130722;53.83637238;54.69284058;55.36496735;55.95556641
Non-wood forest products: average value per hectare per year (current US$);GTM;Guatemala;10.68391609;10.95882607;11.23287868;11.55944061;11.85366535;12.26431561;12.64359951;12.25804043;11.63192749;10.87487984;9.772883415;9.02844429;8.846529961;9.071704865;9.276515007;9.553220749;9.874083519;10.07042313;10.21494007;10.21265316;10.06760406;10.26004791;10.57647228;11.11248684;11.57471752;12.28631592
Non-wood forest products: average value per hectare per year (current US$);HTI;Haiti;22.01550293;22.58179855;23.0835495;23.24788666;23.5114193;24.07234383;24.3499527;25.65898323;26.89729881;28.19386482;29.52232933;30.84552574;31.77763367;32.58292007;33.10135651;33.85469055;35.0112915;36.37938309;38.19423294;39.69524002;39.90979385;40.21207809;40.68254471;41.60075378;42.46710205;43.03898239
Non-wood forest products: average value per hectare per year (current US$);HND;Honduras;8.490297318;8.634659767;8.78591156;8.880166054;9.003248215;9.228601456;9.498972893;9.747769356;9.985314369;10.29028797;10.4184742;10.16359806;10.30210781;10.29606724;10.24330139;10.03044987;9.750766754;9.549304008;9.523824692;9.685105324;9.823526382;9.951529503;10.18205738;10.45631981;10.65647697;10.8417244
Non-wood forest products: average value per hectare per year (current US$);JAM;Jamaica;18.70905685;19.17697525;19.49641991;19.73043442;20.11226463;20.67679977;21.23744011;21.59298515;21.92349815;22.65824127;23.58979034;24.53609467;25.40433693;25.75410461;25.78434372;25.6818943;26.05606461;26.02561188;26.19175529;26.00327682;26.28725243;26.69473076;27.68701553;28.55692863;29.13249969;29.68396378
Non-wood forest products: average value per hectare per year (current US$);MTQ;Martinique;36.53675079;37.34008789;38.47714233;39.24139786;42.43130875;43.46573257;44.81837082;46.15022278;47.21060181;48.57195663;50.74044037;52.37422562;54.04998779;55.12890625;55.9869957;60.81324005;63.14852524;66.26558685;68.45737457;70.72241211;72.3979187;72.2980957;73.31736755;75.12311554;75.6302948;75.35088348
Non-wood forest products: average value per hectare per year (current US$);MEX;Mexico;5.500981808;5.671839237;5.844210148;5.987462044;6.156699657;6.389689445;6.621744156;6.823623657;7.052981377;7.336530209;7.564355373;7.740315914;7.850814342;8.000061989;8.091691017;8.206642151;8.414839745;8.548567772;8.705961227;8.858172417;8.967832565;9.048093796;9.23293972;9.501072884;9.689037323;9.906450272
Non-wood forest products: average value per hectare per year (current US$);NIC;Nicaragua;5.768719673;5.858874321;5.980387688;6.046693802;6.200652122;6.331075668;6.413959503;6.462715149;6.559208393;6.707380295;6.842505455;6.98200655;7.18806076;7.347340107;7.425913334;7.534398079;7.712198257;7.803747654;7.873421192;7.931879044;8.04196167;8.148901939;8.288469315;8.482450485;8.650647163;8.783582687
Non-wood forest products: average value per hectare per year (current US$);PAN;Panama;5.365970612;5.481599808;5.554235458;5.695684433;5.893776417;6.100529194;6.3222332;6.491407871;6.677143574;6.913012028;7.073523045;7.192636967;7.445714474;7.644634247;7.771197319;7.917007446;8.04381752;8.215904236;8.381921768;8.551955223;8.648430824;8.759475708;8.983476639;9.184886932;9.329540253;9.390496254
Non-wood forest products: average value per hectare per year (current US$);PRI;Puerto_Rico;56.0287056;57.45425415;59.06666183;60.09747696;61.55646896;63.86776733;65.05670929;64.83344269;64.09951782;63.10919189;60.13755035;58.73270416;58.22942734;58.5762825;58.96304703;60.24079132;61.15546417;61.3932457;61.94613266;57.91917801;57.41238022;57.79898834;58.39779663;59.20477295;59.9343338;60.1685257
Non-wood forest products: average value per hectare per year (current US$);KNA;Saint_Kitts_and_Nevis;47.78668976;48.42952728;46.71408081;46.70467377;46.82402802;47.46134949;49.71121216;50.21038055;50.60250092;52.07807922;53.5866394;55.47141647;55.24206924;55.89253235;56.34649658;56.88199615;57.82270813;59.04360199;60.98932648;62.31326294;62.41910553;63.16923141;64.12969971;65.6833725;67.38699341;68.04571533
Non-wood forest products: average value per hectare per year (current US$);LCA;Saint_Lucia;31.87194824;32.77855682;34.39670944;36.39821243;39.19714737;41.20775223;42.56607056;43.28210068;44.63840103;46.42939758;48.49524307;52.04761505;55.42036819;56.88266373;57.91406631;59.4243927;60.01303482;62.88975143;64.95084381;66.79386139;68.29785919;69.0217514;70.25300598;71.81751251;73.17446899;73.96434784
Non-wood forest products: average value per hectare per year (current US$);VCT;Saint_Vincent_and_the_Grenadines;24.73489189;25.69607353;26.168993;26.52145767;28.00394058;29.13489914;29.71897888;30.14142418;31.06472588;31.72629166;33.47683334;35.161129;36.7643013;37.80099106;38.0933876;38.54545975;39.7701149;40.76277924;41.78327179;43.06882477;43.80440521;44.38821411;45.484272;46.59741592;48.16676712;48.75636292
Non-wood forest products: average value per hectare per year (current US$);SXM;Sint_Maarten;40.28224564;40.90656281;46.31257629;49.03518677;49.78930664;50.6487236;51.25533676;51.93007278;53.03649139;54.12898254;54.38870239;55.58465576;57.7081604;58.65945816;59.45648575;60.94875717;62.82182312;64.45468903;66.81881714;70.75271606;72.10671234;73.19718933;74.83150482;76.6316452;78.00239563;79.79818726
Non-wood forest products: average value per hectare per year (current US$);TCA;Turks_and_Caicos_Islands;24.34968948;25.57865143;26.66750145;27.67760277;29.19407845;29.56209564;30.57210541;31.61386681;34.02321243;35.15621948;35.9663887;37.55511856;38.71266174;43.02121735;45.46465683;44.82610321;43.45256424;42.49582291;41.032444;42.70353699;39.83184814;40.0954895;36.8507843;38.08269119;37.72549057;36.74872971
Non-wood forest products: average value per hectare per year (current US$);USA;United_States;5.434235096;5.559945583;5.660718918;5.729422569;5.793313026;5.931557178;6.077659607;6.170341492;6.25838089;6.416979313;6.612406731;6.820220947;6.983001709;7.103402138;7.160394192;7.286018372;7.45364809;7.601859093;7.752440453;7.859467506;7.957620144;7.997755051;8.16488266;8.358345985;8.507832527;8.652977943
Non-wood forest products: average value per hectare per year (current US$);UMI;United_States_Minor_Outlying_Isl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);VIR;Virgin_Islands,_U_S_;68.65567017;70.18077087;71.65354919;72.82540131;73.36964417;74.8307724;77.60739136;80.0657959;82.27456665;84.56628418;87.60612488;91.0298996;96.46396637;99.84973907;102.0693207;104.5709076;107.0502548;111.218071;114.4985199;116.8522034;85.50674438;86.28509521;87.99714661;90.15234375;91.80764771;93.07276154
Non-wood forest products: average value per hectare per year (current US$);ASM;American_Samoa;26.87438202;27.23478889;27.70442581;27.88573074;28.21063805;28.77993774;29.22572708;29.68120575;30.06679344;30.87389374;31.88838196;32.46231842;33.3104248;33.69765472;33.82919312;34.23575974;34.88024902;35.53270721;36.15488434;36.83094406;37.06437302;37.2124176;37.74988937;38.61566162;39.30639648;39.78012085
Non-wood forest products: average value per hectare per year (current US$);AUS;Australia;4.801045418;4.893424034;4.98537302;5.079481125;5.186488152;5.333714962;5.412819386;5.499987602;5.6240201;5.786142349;5.971630573;6.145821571;6.284943581;6.409439087;6.45273304;6.529093266;6.662047863;6.778784275;6.900830746;7.02304554;7.095188618;7.145867348;7.250252247;7.413880825;7.525425434;7.626979828
Non-wood forest products: average value per hectare per year (current US$);COK;Cook_Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);FJI;Fiji;4.709477901;4.810787201;4.897298336;4.924793243;4.961454868;5.090202808;5.219610214;5.297546864;5.399340153;5.579753399;5.821238518;6.034475327;6.223442078;6.340766907;6.364415169;6.424185276;6.546009541;6.611954689;6.77328968;6.92549181;7.198284149;7.387405396;7.524947643;7.784872532;7.919681072;8.097610474
Non-wood forest products: average value per hectare per year (current US$);PYF;French_Polynesia;5.877639771;5.992605209;6.103694916;6.180223465;6.315757751;6.493404388;6.620383263;6.73012495;6.744912624;6.903779507;7.121191025;7.408578396;7.684426785;7.794870377;7.72115612;7.801474094;7.974429607;8.191514969;8.344976425;8.616337776;9.512251854;9.839220047;10.27297401;11.04015541;11.22546005;11.39802265
Non-wood forest products: average value per hectare per year (current US$);GUM;Guam;45.79048157;46.37199402;47.17163849;47.70257568;48.37480927;49.39307022;50.50585175;51.29297638;52.30535889;53.70941925;55.39363098;57.03768921;58.57916641;59.70269012;60.08535004;60.55950546;61.81774139;62.97408295;64.03341675;65.23078156;65.88343048;66.54370117;67.806633;69.23161316;70.3330307;70.3274765
Non-wood forest products: average value per hectare per year (current US$);KIR;Kiribati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);FSM;Micronesia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);NCL;New_Caledonia;7.802022934;7.944999218;8.068649292;8.134293556;8.22355938;8.327119827;8.531044006;8.734573364;8.911030769;9.156394958;9.479019165;9.79069519;10.04378128;10.30203342;10.38511467;10.53670311;10.76265621;10.94200134;11.13987827;11.33095264;11.49397755;11.62864685;11.78294277;12.36117649;12.86394882;13.03350163
Non-wood forest products: average value per hectare per year (current US$);NZL;New_Zealand;7.499145508;7.655388832;7.781092644;7.708656788;7.441552639;7.135426521;7.124139309;7.241765022;7.397659302;7.61202383;7.839336395;8.088425636;8.331337929;8.490159988;8.561489105;8.661323547;8.853149414;9.002752304;9.174350739;9.341299057;9.458107948;9.555321693;9.732032776;9.979432106;10.18040562;10.30307388
Non-wood forest products: average value per hectare per year (current US$);NIU;Niue;7.512762547;7.654025078;7.805189133;7.916543007;8.197967529;8.417405128;8.834194183;9.01102066;9.039434433;9.29834938;9.606782913;9.903207779;10.17981052;10.12184906;10.17461777;10.34851646;10.70504665;10.9052906;11.12563515;11.36831665;11.48205853;11.59713078;11.86837387;11.97835922;12.18271923;12.30640793
Non-wood forest products: average value per hectare per year (current US$);NFK;Norfolk_Island;19.69485664;20.18898201;20.53712082;20.76827621;21.06094742;21.53810883;22.02334023;22.81755257;23.2679081;23.89249992;24.65324783;25.41394234;26.10076904;26.60136986;26.77186966;27.09361649;27.65653992;28.1738739;28.72838974;29.16594315;29.84951401;30.55893898;31.72937965;33.07499313;33.49446106;33.30486679
Non-wood forest products: average value per hectare per year (current US$);MNP;Northern_Mariana_Islands;25.86911583;26.18071175;26.48641396;26.77407455;27.15138054;27.33909607;28.10440063;28.49986839;29.03982353;29.81669617;30.75168419;31.63867188;32.51518631;33.1388092;33.44514084;33.82263565;34.53343582;35.07707596;35.69127274;36.35866928;36.69694901;37.06472778;37.76817322;38.64683533;39.19412231;39.66649628
Non-wood forest products: average value per hectare per year (current US$);PLW;Palau;4.875493526;4.95636797;5.054756165;5.134130001;5.211290836;5.371076584;5.474000454;5.614375114;5.716187954;5.808082581;6.007133484;6.206213951;6.411067486;6.490894318;6.562880993;6.660903931;6.81376791;7.01035738;7.191990376;7.744521141;7.827776909;8.054250717;8.333174706;8.48806572;9.040555954;9.57801342
Non-wood forest products: average value per hectare per year (current US$);PNG;Papua_New_Guinea;4.503673553;4.581563473;4.643756866;4.687378407;4.722121716;4.787965298;4.883197784;4.966506004;5.058536053;5.181686401;5.331398964;5.481276989;5.613782883;5.705682755;5.72866869;5.797365665;5.918320179;6.04609108;6.15784359;6.244330406;6.285698414;6.314772129;6.442353249;6.612618923;6.729914665;6.681252003
Non-wood forest products: average value per hectare per year (current US$);WSM;Samoa;11.52418137;11.79613304;12.02264977;12.20513535;12.45479012;12.73201847;13.08496952;13.29859638;13.60297966;13.97543621;14.50946522;14.89721775;15.30253124;15.55658722;15.73060608;15.94534874;16.28574753;16.5788517;16.87627983;17.19061852;17.36343956;17.53871155;17.85779953;18.31755257;18.51441765;18.67572021
Non-wood forest products: average value per hectare per year (current US$);SLB;Solomon_Islands;5.405395985;5.520959377;5.619551659;5.689253807;5.757718086;5.845995903;6.06958437;6.277384281;6.438551903;6.622422695;6.846815586;7.052401066;7.228295803;7.361531258;7.423401833;7.522676945;7.713915825;7.852334023;7.999116898;8.16336441;8.164868355;8.245960236;8.398967743;8.667075157;8.894806862;8.98787117
Non-wood forest products: average value per hectare per year (current US$);TON;Tonga;8.337003708;8.49316597;8.631666183;8.726023674;8.848992348;9.103665352;9.354998589;9.528280258;9.757253647;10.05169582;10.36981201;10.74066353;11.13415337;11.6643095;12.09973907;12.32117176;12.67925739;13.22200108;13.46557045;14.13222885;14.42361546;15.27474022;15.74854851;16.13481522;16.45808983;16.67153931
Non-wood forest products: average value per hectare per year (current US$);VUT;Vanuatu;4.051589489;4.138857365;4.196529865;4.260033131;4.340027809;4.42219162;4.517455101;4.554637909;4.652529716;5.531430721;5.714318275;5.955059052;6.158359051;6.311446667;6.448365688;6.577462196;6.726424217;6.907230854;7.077576637;7.239169121;7.340507507;7.416495323;7.573074818;7.775413513;7.8302145;7.946984291
Non-wood forest products: average value per hectare per year (current US$);WLF;Wallis_and_Futuna;20.91976547;21.30279922;21.67014694;21.83944321;22.39783669;23.51993942;24.35162926;24.83965874;24.745718;25.0150528;25.18488503;24.66515923;25.24822998;25.7324791;25.89740944;25.83123016;25.8090744;26.29184914;26.53371811;27.65353394;27.93021011;27.91498566;27.7034893;27.89950562;27.01815605;25.08576965
Non-wood forest products: average value per hectare per year (current US$);ARG;Argentina;7.853489399;7.995619297;8.146827698;8.248600006;8.392970085;8.618677139;8.710704803;8.664214134;8.70217514;8.91539669;9.162500381;9.423223495;9.676997185;9.852202415;9.878144264;9.942111015;10.11100292;10.26360321;10.2372818;10.2251997;10.28598976;10.41150951;10.5381031;10.76347542;10.93893623;11.06625271
Non-wood forest products: average value per hectare per year (current US$);ABW;Aruba;33.25522614;33.11146927;33.57702255;33.95494843;34.68141174;36.15839386;37.10540009;39.6933403;40.25054932;42.3679657;40.74219894;41.97834396;27.22317696;26.2982769;24.83680725;23.77684212;23.93347931;24.3293705;26.85613441;27.69843674;27.93091202;28.39626884;28.93519783;30.80448151;30.95941925;31.33254433
Non-wood forest products: average value per hectare per year (current US$);BOL;Bolivia;3.28913331;3.360816956;3.531991482;3.578803062;3.602903128;3.719131231;3.799712658;3.887444019;3.964530468;4.090054989;4.228652477;4.373651028;4.509453773;4.610432625;4.657801628;4.722007751;4.848443985;5.016236305;5.158318043;5.274435997;5.3323102;5.380103111;5.520085812;5.642682552;5.702492714;5.770769596
Non-wood forest products: average value per hectare per year (current US$);BES;Bonaire,_Saint_Eustatius_and_Sab;9.768283844;9.857029915;10.01335144;10.12549591;10.48648834;10.85205746;11.05340767;11.32386494;11.71918011;12.03376389;12.50310326;13.85847759;14.84421635;14.47756767;14.19586945;14.32784748;9.891061783;9.486056328;9.337115288;9.721652985;9.7225914;9.970841408;10.88583469;11.34434605;11.35251904;11.53907394
Non-wood forest products: average value per hectare per year (current US$);BRA;Brazil;3.939246416;4.008124828;4.080576897;4.125542164;4.19907093;4.325995445;4.408281803;4.470406532;4.556776524;4.663099289;4.817068577;4.974797726;5.113974094;5.219509602;5.269724369;5.339450359;5.46761322;5.577610016;5.689562798;5.82063818;5.897386551;5.979748726;6.119530678;6.292749405;6.434040546;6.537057877
Non-wood forest products: average value per hectare per year (current US$);CHL;Chile;5.04861927;5.182927608;5.306559563;5.409384727;5.514395237;5.706501007;5.897075653;6.030715942;6.178073883;6.413496494;6.643260479;6.887479782;7.080662727;7.235186577;7.286162853;7.398663044;7.544775963;7.581734657;7.271270275;7.140390873;7.160825253;7.200267315;7.110388756;7.24450016;7.220337391;7.310693264
Non-wood forest products: average value per hectare per year (current US$);COL;Colombia;4.232506275;4.227081776;4.215295315;4.224947453;4.291176796;4.353261471;4.451683998;4.507867813;4.594316006;4.676805973;4.809730053;4.943078518;5.065233707;5.149156094;5.249783993;5.304339886;5.37005806;5.433492184;5.394477844;5.401783943;5.421904087;5.474900246;5.527318478;5.625285149;5.714506626;5.79473877
Non-wood forest products: average value per hectare per year (current US$);CUW;CuraÃ§ao;15.44788647;15.65856171;16.06543159;16.00426865;17.085186;17.35985184;16.98521042;10.55690575;10.44818306;9.640601158;10.23704338;10.67969322;11.71098995;12.12411118;12.18891335;12.29702187;12.50124931;12.6046772;13.18895531;13.7775383;14.04518318;14.59952545;14.68561554;14.47665977;13.77836323;14.0364933
Non-wood forest products: average value per hectare per year (current US$);ECU;Ecuador;7.152299881;7.057877541;7.145161629;7.259058475;7.38778019;7.633400917;7.808150291;7.927010536;8.089909554;8.33861351;8.608460426;8.887101173;9.202531815;9.481405258;9.592434883;9.79705143;10.12839508;10.47762871;9.617470741;8.261919975;8.139153481;8.239758492;8.359371185;8.527484894;8.555462837;8.679369926
Non-wood forest products: average value per hectare per year (current US$);FLK;Falkland_Islands;1.885309577;1.899409771;1.932355285;1.95159924;1.978196979;2.014411926;2.045678377;2.076152802;2.113800287;2.168669939;2.236055374;2.308263063;2.379762888;2.430699825;2.465513945;2.501742601;2.553560495;2.603335857;2.649620295;2.692372561;2.719126463;2.748227596;2.797617435;2.865124941;2.939814091;2.970387459
Non-wood forest products: average value per hectare per year (current US$);GUF;French_Guiana;3.692372084;3.793689251;3.88029027;3.989378691;4.105415821;4.246836185;4.426860332;4.495868683;4.62579298;5.728765011;7.033793449;7.394015312;7.715471745;7.898426533;7.957882404;8.09739399;8.28823185;8.567901611;8.723425865;8.904630661;9.02745533;9.100197792;9.452277184;9.832500458;10.09689331;10.33951855
Non-wood forest products: average value per hectare per year (current US$);GUY;Guyana;1.619606376;1.688989639;1.7695297;1.847946167;1.953665376;2.035947561;2.098183393;2.165851593;2.22509861;2.607047796;2.705838919;2.816058397;2.91847229;2.992589712;3.028543472;3.081246376;3.151430607;3.24150157;3.310959578;3.377795696;3.403600216;3.752714396;3.835035563;3.963828802;4.028243542;4.067158222
